suburb,state,postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,dob,age,gender,weekends,profitable
BELMONT,NSW,2280,1,Renewals,85,0,85,na,,1,4,1
Belmont,NSW,2280,1,Acq,82,0,82,na,,0,4,1
BELMONT,NSW,2280,1,Renewals,77,0,77,1/01/1956,59,1,4,1
Floraville,NSW,2280,9,Acq,75,0,75,na,,1,4,0
FLORAVILLE,NSW,2280,1,Renewals,74,0,74,4/12/1956,59,1,4,0
Jewells,NSW,2280,10,Acq,73.55,0,73.55,23/12/1961,54,1,4,0
VALENTINE,NSW,2280,1,Renewals,71,0,71,30/04/1937,78,0,4,0
Belmont North,NSW,2280,1,Acq,70,0,70,na,,0,4,0
Valentine,NSW,2280,1,Renewals,50,20,70,na,,0,4,0
VALENTINE,NSW,2280,1,Renewals,69,0,69,na,,1,4,0
Belmont North,NSW,2280,1,Renewals,67.5,0,67.5,na,,1,4,0
JEWELLS,NSW,2280,1,Renewals,67,0,67,5/04/1953,62,1,4,0
Jewells,NSW,2280,9,Acq,63,0,63,na,,1,4,0
Valentine,NSW,2280,1,Renewals,63,0,63,na,,0,4,0
FLORAVILLE,NSW,2280,1,Acq,62,0,62,4/12/1950,65,1,4,0
Valentine,NSW,2280,1,Acq,61,0,61,na,,1,4,0
Belmont,NSW,2280,1,Renewals,60,0,60,23/12/1945,70,1,4,0
VALENTINE,NSW,2280,1,Renewals,58.25,0,58.25,28/07/1948,67,1,4,0
JEWELLS,NSW,2280,9,Acq,57,0,57,na,,0,4,0
Valentine,NSW,2280,1,Acq,56,0,56,na,,1,4,0
Valentine,NSW,2280,1,Renewals,52.6,0,52.6,na,,1,4,0
Belmont,NSW,2280,1,Acq,50.75,0,50.75,na,,1,4,0
Valentine,NSW,2280,1,Acq,50,0,50,na,,1,4,0
BELMONT NORTH,NSW,2280,1,Acq,50,0,50,na,,1,4,0
JEWELLS,NSW,2280,2,Acq,50,0,50,7/05/1953,62,0,4,0
Belmont,NSW,2280,9,Acq,50,0,50,17/01/1944,71,1,4,0
BELMONT,NSW,2280,1,Renewals,49,0,49,17/03/1969,46,1,4,0
VALENTINE,NSW,2280,1,Acq,47,0,47,na,,0,4,0
BELMONT NORTH,NSW,2280,1,Acq,44,0,44,14/12/1970,45,1,4,0
Belmont North,NSW,2280,1,Acq,42,0,42,na,,1,4,0
Valentine,NSW,2280,1,Renewals,41,0,41,28/03/1951,64,0,4,0
Jewells,NSW,2280,11,Acq,40.2,0,40.2,na,,1,4,0
Valentine,NSW,2280,2,Acq,40,0,40,na,,0,4,0
Valentine,NSW,2280,9,Acq,40,0,40,na,,0,4,0
Valentine,NSW,2280,9,Acq,40,0,40,na,,0,4,0
JEWELLS,NSW,2280,9,Acq,40,0,40,na,,0,4,0
BELMONT,NSW,2280,1,Renewals,40,0,40,23/02/1937,78,1,4,0
BELMONT NORTH,NSW,2280,1,Renewals,39,0,39,na,,1,4,0
Belmont North,NSW,2280,1,Renewals,37,0,37,na,,1,4,0
Belmont South,NSW,2280,10,Acq,35,0,35,1/01/1953,62,1,4,0
Valentine,NSW,2280,1,Acq,35,0,35,5/11/1950,65,0,4,0
Valentine,NSW,2280,1,Acq,35,0,35,na,,1,4,0
Marks Point,NSW,2280,9,Acq,35,0,35,19/01/1974,41,0,4,0
VALENTINE,NSW,2280,1,Renewals,35,0,35,28/07/1948,67,1,4,0
Valentine,NSW,2280,9,Acq,30,0,30,na,,1,4,0
VALENTINE,NSW,2280,1,Acq,0,20,20,na,,1,4,0
Jewells,NSW,2280,1,Acq,0,20,20,19/03/1959,56,1,4,0
Valentine,NSW,2280,1,Acq,20,0,20,na,,0,4,0
Belmont,NSW,2280,3,Renewals,20,0,20,na,,0,4,0
Croudace Bay,NSW,2280,1,Renewals,20,0,20,25/09/1955,60,1,4,0
BELMONT SOUTH,NSW,2280,1,Acq,10,0,10,20/01/1960,55,1,4,0
Floraville,NSW,2280,9,Acq,-130,0,-130,12/05/1942,73,1,4,0
Floraville,NSW,2280,9,Acq,-130,0,-130,12/05/1942,73,1,4,0
Caves Beach,NSW,2281,1,Acq,242.6,0,242.6,na,,0,4,1
SWANSEA HEADS,NSW,2281,9,Acq,180,0,180,30/07/1938,77,1,4,1
Pelican,NSW,2281,1,Acq,165,0,165,17/01/1955,60,0,4,1
Pelican,NSW,2281,9,Acq,151,0,151,14/11/1920,,0,4,1
CAVES BEACH,NSW,2281,1,Renewals,137.5,0,137.5,na,,1,4,1
CAVES BEACH,NSW,2281,1,Renewals,137,0,137,na,,0,4,1
CAVES BEACH,NSW,2281,1,Acq,135,0,135,na,,1,4,1
BLACKSMITHS,NSW,2281,9,Acq,132,0,132,1/01/1957,58,1,4,1
CAVES BEACH,NSW,2281,1,Renewals,129,0,129,1/01/1947,68,1,4,1
SWANSEA,NSW,2281,3,Renewals,125,0,125,7/05/1940,75,0,4,1
NORDS WHARF,NSW,2281,1,Acq,123,0,123,na,,0,4,1
SWANSEA,NSW,2281,1,Renewals,107,0,107,7/05/1940,75,0,4,1
Swansea,NSW,2281,1,Acq,0,100,100,14/06/1940,75,1,4,1
Swansea,NSW,2281,1,Renewals,100,0,100,na,,1,4,1
SWANSEA,NSW,2281,1,Renewals,0,100,100,17/07/1926,89,0,4,1
NORDS WHARF,NSW,2281,9,Acq,88,0,88,1/01/1952,63,1,4,1
Caves Beach,NSW,2281,1,Acq,77.7,10,87.7,6/05/1940,75,0,4,1
CAVES BEACH,NSW,2281,1,Renewals,87,0,87,na,,1,4,1
SWANSEA,NSW,2281,1,Acq,86,0,86,na,,1,4,1
Caves Beach,NSW,2281,1,Acq,85,0,85,28/05/1949,66,1,4,1
CAVES BEACH,NSW,2281,9,Acq,77,0,77,3/04/1950,65,1,4,1
BLACKSMITHS,NSW,2281,1,Renewals,60.5,0,60.5,na,,1,4,0
Nords Wharf,NSW,2281,9,Acq,60,0,60,27/01/1967,48,1,4,0
SWANSEA HEADS,NSW,2281,1,Renewals,56.45,0,56.45,22/07/1969,46,1,4,0
BLACKSMITHS,NSW,2281,1,Acq,55,0,55,na,,0,4,0
Caves Beach,NSW,2281,1,Renewals,53,0,53,na,,1,4,0
Swansea,NSW,2281,1,Renewals,52.4,0,52.4,na,,0,4,0
Caves Beach,NSW,2281,1,Acq,50,0,50,27/03/1952,63,1,4,0
Swansea,NSW,2281,1,Acq,50,0,50,28/03/1948,67,1,4,0
SWANSEA,NSW,2281,1,Renewals,50,0,50,na,,1,4,0
Murrays Beach,NSW,2281,2,Acq,47,0,47,29/07/1947,68,0,4,0
Caves Beach,NSW,2281,2,Renewals,45,0,45,14/12/1988,27,1,4,0
Catherine Hill Bay,NSW,2281,10,Acq,18,20,38,1/01/1952,63,0,4,0
Caves Beach,NSW,2281,1,Renewals,38,0,38,24/11/1968,47,1,4,0
Pelican,NSW,2281,1,Acq,35,0,35,20/02/1946,69,0,4,0
SWANSEA HEADS,NSW,2281,9,Acq,35,0,35,na,,1,4,0
Caves Beach,NSW,2281,1,Renewals,29,0,29,28/12/1953,62,1,4,0
SWANSEA,NSW,2281,1,Acq,25,0,25,1/01/1945,70,0,4,0
Swansea,NSW,2281,1,Acq,0,20,20,na,,1,4,0
SWANSEA,NSW,2281,1,Acq,0,20,20,13/04/1945,70,1,4,0
Pelican,NSW,2281,1,Acq,20,0,20,16/11/1964,51,0,4,0
Blacksmiths,NSW,2281,1,Acq,20,0,20,30/10/1941,74,1,4,0
BLACKSMITHS,NSW,2281,1,Acq,10,0,10,na,,0,4,0
ELEEBANA,NSW,2282,1,Renewals,256,40,296,21/08/1953,62,1,4,1
ELEEBANA,NSW,2282,1,Renewals,256,0,256,21/08/1953,62,1,4,1
Warners Bay,NSW,2282,9,Acq,0,200,200,na,,0,4,1
Eleebana,NSW,2282,1,Renewals,196,0,196,18/01/1946,69,0,4,1
WARNERS BAY,NSW,2282,1,Acq,175.8,0,175.8,1/05/1940,75,1,4,1
Eleebana,NSW,2282,2,Acq,157,0,157,na,,1,4,1
ELEEBANA,NSW,2282,1,Renewals,154.35,0,154.35,na,,0,4,1
Warners Bay,NSW,2282,1,Acq,144.45,0,144.45,1/01/1945,70,1,4,1
Warners Bay,NSW,2282,9,Acq,140,0,140,na,,1,4,1
Eleebana,NSW,2282,2,Renewals,140,0,140,15/11/1937,78,0,4,1
Warners Bay,NSW,2282,9,Acq,130.45,0,130.45,na,,1,4,1
WARNERS BAY,NSW,2282,1,Renewals,130,0,130,na,,0,4,1
Warners Bay,NSW,2282,1,Acq,124,0,124,na,,1,4,1
ELEEBANA,NSW,2282,1,Renewals,122,0,122,na,,1,4,1
Warners Bay,NSW,2282,10,Acq,120,0,120,na,,1,4,1
ELEEBANA,NSW,2282,2,Acq,118.05,0,118.05,21/07/1958,57,0,4,1
Warners Bay,NSW,2282,9,Acq,116.95,0,116.95,10/08/1951,64,0,4,1
Lakelands,NSW,2282,1,Acq,114,0,114,16/12/1947,68,1,4,1
Warners Bay,NSW,2282,1,Renewals,114,0,114,na,,0,4,1
WARNERS BAY,NSW,2282,1,Renewals,112,0,112,na,,1,4,1
Eleebana,NSW,2282,1,Acq,111.95,0,111.95,na,,1,4,1
Eleebana,NSW,2282,1,Acq,105,0,105,na,,0,4,1
Eleebana,NSW,2282,1,Acq,105,0,105,6/02/1946,69,0,4,1
ELEEBANA,NSW,2282,2,Acq,101,0,101,24/02/1952,63,1,4,1
WARNERS BAY,NSW,2282,1,Renewals,90,0,90,na,,1,4,1
WARNERS BAY,NSW,2282,1,Renewals,88,0,88,na,,1,4,1
Eleebana,NSW,2282,10,Acq,85,0,85,2/08/1946,69,1,4,1
Warners Bay,NSW,2282,9,Acq,84.55,0,84.55,na,,1,4,1
WARNERS BAY,NSW,2282,1,Acq,84,0,84,1/01/1945,70,0,4,1
LAKELANDS,NSW,2282,2,Renewals,82,0,82,29/10/1942,73,1,4,1
Eleebana,NSW,2282,1,Acq,71,10,81,24/08/1965,50,1,4,1
Eleebana,NSW,2282,1,Acq,80,0,80,na,,0,4,1
Eleebana,NSW,2282,1,Acq,72,0,72,na,,0,4,0
ELEEBANA,NSW,2282,1,Renewals,71.65,0,71.65,na,,1,4,0
Warners Bay,NSW,2282,9,Acq,70,0,70,3/10/1984,31,1,4,0
Eleebana,NSW,2282,1,Renewals,70,0,70,25/04/1970,45,1,4,0
Eleebana,NSW,2282,1,Acq,68,0,68,na,,1,4,0
Lakelands,NSW,2282,2,Renewals,68,0,68,na,,1,4,0
WARNERS BAY,NSW,2282,1,Acq,65,0,65,na,,1,4,0
Eleebana,NSW,2282,1,Acq,60,0,60,26/09/1966,49,1,4,0
LAKELANDS,NSW,2282,1,Renewals,58,0,58,12/05/1954,61,0,4,0
Lakelands,NSW,2282,11,Acq,57.5,0,57.5,1/01/1951,64,1,4,0
Warners Bay,NSW,2282,1,Renewals,52,0,52,na,,1,4,0
Eleebana,NSW,2282,9,Acq,50,0,50,na,,0,4,0
Warners Bay,NSW,2282,1,Acq,50,0,50,3/05/1938,77,1,4,0
Warners Bay,NSW,2282,1,Acq,0,50,50,na,,0,4,0
Warners Bay,NSW,2282,1,Renewals,50,0,50,14/03/1962,53,0,4,0
Warners Bay,NSW,2282,1,Acq,43,0,43,24/02/1995,20,1,4,0
Warners Bay,NSW,2282,9,Acq,0,40,40,22/02/1954,61,0,4,0
WARNERS BAY,NSW,2282,1,Acq,40,0,40,na,,1,4,0
ELEEBANA,NSW,2282,1,Renewals,0,40,40,21/08/1953,62,1,4,0
Warners Bay,NSW,2282,3,Renewals,40,0,40,27/10/1992,23,1,4,0
Warners Bay,NSW,2282,1,Acq,37,0,37,5/02/1942,73,0,4,0
Eleebana,NSW,2282,2,Renewals,37,0,37,25/08/1958,57,1,4,0
Warners Bay,NSW,2282,1,Acq,34,0,34,1/01/1945,70,1,4,0
Eleebana,NSW,2282,9,Acq,33,0,33,na,,1,4,0
Warners Bay,NSW,2282,3,Acq,0,20,20,na,,1,4,0
Warners Bay,NSW,2282,0,Acq,0,20,20,na,,1,4,0
WARNERS BAY,NSW,2282,1,Renewals,20,0,20,na,,1,4,0
ELEEBANA,NSW,2282,1,Renewals,-256,-40,-296,21/08/1953,62,1,4,0
Coal Point,NSW,2283,1,Renewals,282,0,282,3/05/1945,70,1,4,1
FISHING POINT,NSW,2283,10,Acq,234,0,234,27/04/1940,75,1,4,1
Toronto,NSW,2283,5,Renewals,175,0,175,na,,1,4,1
Kilaben Bay,NSW,2283,11,Acq,164,0,164,11/07/1946,69,0,4,1
Carey Bay,NSW,2283,1,Acq,155,0,155,na,,0,4,1
Bolton Point,NSW,2283,1,Acq,152,0,152,15/10/1942,73,1,4,1
TORONTO,NSW,2283,9,Acq,147.55,0,147.55,7/02/1946,69,1,4,1
Coal Point,NSW,2283,9,Acq,147.5,0,147.5,9/05/1943,72,1,4,1
Coal Point,NSW,2283,1,Acq,129.45,0,129.45,25/11/1946,69,0,4,1
COAL POINT,NSW,2283,1,Renewals,129,0,129,21/05/1935,80,1,4,1
Kilaben Bay,NSW,2283,1,Renewals,128,0,128,1/01/1951,64,1,4,1
Buttaba,NSW,2283,1,Renewals,120,0,120,29/10/1946,69,1,4,1
FENNELL BAY,NSW,2283,1,Acq,111.85,0,111.85,15/12/1930,85,0,4,1
BALMORAL,NSW,2283,9,Acq,110,0,110,na,,0,4,1
BOLTON POINT,NSW,2283,1,Renewals,105.95,0,105.95,na,,1,4,1
Rathmines,NSW,2283,1,Acq,105,0,105,8/03/1970,45,1,4,1
RATHMINES,NSW,2283,1,Renewals,103,0,103,na,,1,4,1
Rathmines,NSW,2283,1,Acq,100,0,100,21/02/1939,76,0,4,1
Rathmines,NSW,2283,9,Acq,100,0,100,na,,1,4,1
Toronto,NSW,2283,2,Acq,98,0,98,29/06/1939,76,0,4,1
Kilaben Bay,NSW,2283,1,Acq,97,0,97,7/05/1960,55,0,4,1
Bolton Point,NSW,2283,1,Renewals,89,0,89,na,,0,4,1
TORONTO,NSW,2283,2,Renewals,84.75,0,84.75,na,,1,4,1
Carey Bay,NSW,2283,1,Acq,81,0,81,1/01/1939,76,1,4,1
ARCADIA VALE,NSW,2283,1,Renewals,80.45,0,80.45,25/03/1956,59,1,4,1
TORONTO,NSW,2283,1,Acq,0,80,80,1/01/1951,64,0,4,1
BUTTABA,NSW,2283,1,Renewals,78.05,0,78.05,28/11/1953,62,0,4,1
Rathmines,NSW,2283,3,Renewals,77,0,77,na,,1,4,1
FISHING POINT,NSW,2283,1,Renewals,70,0,70,na,,1,4,0
Fishing Point,NSW,2283,1,Acq,69,0,69,24/07/1955,60,1,4,0
Arcadia Vale,NSW,2283,1,Renewals,66,0,66,16/07/1947,68,0,4,0
Kilaben Bay,NSW,2283,9,Acq,65.1,0,65.1,17/11/1964,51,1,4,0
Coal Point,NSW,2283,1,Renewals,65,0,65,31/05/1955,60,1,4,0
TORONTO,NSW,2283,1,Acq,63,0,63,1/01/1942,73,0,4,0
Rathmines,NSW,2283,9,Acq,62,0,62,na,,0,4,0
Kilaben Bay,NSW,2283,1,Acq,59.55,0,59.55,na,,0,4,0
TORONTO,NSW,2283,2,Acq,57.25,0,57.25,na,,1,4,0
BLACKALLS PARK,NSW,2283,1,Renewals,56,0,56,na,,1,4,0
Fishing Point,NSW,2283,1,Renewals,55,0,55,na,,1,4,0
Fishing Point,NSW,2283,10,Acq,53,0,53,1/01/1947,68,1,4,0
Blackalls Park,NSW,2283,1,Acq,53,0,53,na,,1,4,0
Toronto,NSW,2283,1,Acq,32,20,52,1/01/1959,56,1,4,0
Blackalls Park,NSW,2283,1,Acq,50,0,50,26/10/1951,64,1,4,0
Toronto,NSW,2283,9,Acq,0,50,50,na,,1,4,0
BALMORAL,NSW,2283,3,Renewals,50,0,50,19/07/1965,50,0,4,0
AWABA,NSW,2283,2,Renewals,50,0,50,na,,0,4,0
Rathmines,NSW,2283,1,Acq,46,0,46,4/07/1952,63,0,4,0
BLACKALLS PARK,NSW,2283,1,Renewals,46,0,46,21/12/1959,56,1,4,0
Carey Bay,NSW,2283,1,Acq,45,0,45,na,,1,4,0
COAL POINT,NSW,2283,1,Acq,45,0,45,na,,0,4,0
Buttaba,NSW,2283,1,Acq,41,0,41,8/10/1957,58,1,4,0
RATHMINES,NSW,2283,1,Acq,40,0,40,6/09/1954,61,1,4,0
Rathmines,NSW,2283,2,Renewals,40,0,40,24/10/1963,52,1,4,0
BLACKALLS PARK,NSW,2283,1,Renewals,37,0,37,22/10/1974,41,0,4,0
Toronto,NSW,2283,1,Renewals,36,0,36,na,,1,4,0
Rathmines,NSW,2283,1,Renewals,33,0,33,16/09/1954,61,1,4,0
Toronto,NSW,2283,1,Acq,0,20,20,na,,0,4,0
TORONTO,NSW,2283,1,Renewals,20,0,20,27/12/1971,44,1,4,0
Buttaba,NSW,2283,2,Acq,10,0,10,na,,1,4,0
Speers Point,NSW,2284,10,Acq,232,0,232,29/09/1960,55,1,4,1
Teralba,NSW,2284,10,Acq,201,0,201,5/09/1952,63,1,4,1
BOORAGUL,NSW,2284,2,Renewals,186.05,0,186.05,20/06/1955,60,1,4,1
Speers Point,NSW,2284,9,Acq,140,0,140,na,,0,4,1
Booragul,NSW,2284,1,Acq,87.6,50,137.6,na,,1,4,1
Woodrising,NSW,2284,1,Acq,110,0,110,11/08/1950,65,1,4,1
Speers Point,NSW,2284,1,Acq,100,0,100,na,,0,4,1
WOODRISING,NSW,2284,2,Renewals,0,100,100,11/04/1938,77,1,4,1
Boolaroo,NSW,2284,9,Acq,87,0,87,na,,0,4,1
Boolaroo,NSW,2284,1,Acq,86,0,86,6/07/1949,66,1,4,1
Speers Point,NSW,2284,1,Acq,80,0,80,9/08/1943,72,0,4,1
Speers Point,NSW,2284,11,Acq,78,0,78,na,,1,4,1
Woodrising,NSW,2284,1,Renewals,70,0,70,19/04/1935,80,1,4,0
Marmong Point,NSW,2284,10,Acq,67,0,67,1/04/1951,64,1,4,0
Teralba,NSW,2284,1,Renewals,66,0,66,24/02/1956,59,1,4,0
Booragul,NSW,2284,1,Renewals,63,0,63,13/11/1933,82,1,4,0
TERALBA,NSW,2284,1,Acq,62.05,0,62.05,28/03/1930,85,0,4,0
BOOLAROO,NSW,2284,9,Acq,60,0,60,na,,1,4,0
Booragul,NSW,2284,1,Acq,57,0,57,27/11/1948,67,0,4,0
Booragul,NSW,2284,1,Acq,0,50,50,15/07/1954,61,1,4,0
Teralba,NSW,2284,10,Acq,47,0,47,1/01/1939,76,1,4,0
Argenton,NSW,2284,1,Acq,46,0,46,5/08/1950,65,0,4,0
Speers Point,NSW,2284,1,Acq,40,0,40,na,,1,4,0
ARGENTON,NSW,2284,1,Acq,35,0,35,na,,1,4,0
Speers Point,NSW,2284,1,Acq,29,0,29,na,,1,4,0
TERALBA,NSW,2284,1,Renewals,10,0,10,na,,0,4,0
CARDIFF,NSW,2285,2,Renewals,265.5,0,265.5,14/01/1955,60,1,4,1
Glendale,NSW,2285,1,Acq,217,0,217,23/10/1974,41,0,4,1
Cardiff,NSW,2285,9,Acq,187.4,0,187.4,na,,1,4,1
CARDIFF HEIGHTS,NSW,2285,1,Renewals,183.6,0,183.6,22/06/1935,80,1,4,1
Glendale,NSW,2285,2,Acq,165,0,165,28/07/1954,61,1,4,1
CARDIFF,NSW,2285,1,Renewals,135,0,135,na,,0,4,1
Macquarie Hills,NSW,2285,1,Acq,132,0,132,6/03/1945,70,1,4,1
EDGEWORTH,NSW,2285,1,Renewals,124,0,124,na,,1,4,1
EDGEWORTH,NSW,2285,1,Renewals,121,0,121,na,,1,4,1
CAMERON PARK,NSW,2285,10,Acq,120,0,120,8/04/1944,71,0,4,1
GLENDALE,NSW,2285,1,Renewals,120,0,120,22/11/1947,68,1,4,1
Edgeworth,NSW,2285,1,Acq,118,0,118,na,,1,4,1
Edgeworth,NSW,2285,2,Acq,111.25,0,111.25,1/01/1949,66,0,4,1
CARDIFF,NSW,2285,2,Acq,110.6,0,110.6,na,,1,4,1
Cameron Park,NSW,2285,9,Acq,85,20,105,na,,0,4,1
Cardiff South,NSW,2285,1,Renewals,100,0,100,na,,1,4,1
CARDIFF,NSW,2285,9,Acq,96.5,0,96.5,1/01/1945,70,1,4,1
Cameron Park,NSW,2285,2,Acq,93,0,93,1/01/1978,37,1,4,1
GLENDALE,NSW,2285,2,Acq,91.2,0,91.2,6/02/1945,70,0,4,1
Cameron Park,NSW,2285,9,Acq,85.8,0,85.8,na,,0,4,1
Edgeworth,NSW,2285,1,Acq,83.15,0,83.15,na,,1,4,1
Edgeworth,NSW,2285,2,Acq,82,0,82,1/01/1948,67,0,4,1
Cardiff,NSW,2285,1,Acq,78.4,0,78.4,na,,1,4,1
Cardiff,NSW,2285,1,Renewals,70,0,70,14/11/1941,74,0,4,0
Cameron Park,NSW,2285,1,Acq,65,0,65,21/03/1951,64,1,4,0
CARDIFF SOUTH,NSW,2285,1,Renewals,62.65,0,62.65,20/10/1948,67,1,4,0
Cardiff,NSW,2285,1,Renewals,61.9,0,61.9,5/06/1959,56,1,4,0
Macquarie Hills,NSW,2285,9,Acq,60,0,60,17/10/1946,69,0,4,0
CAMERON PARK,NSW,2285,10,Acq,60,0,60,na,,1,4,0
Cardiff,NSW,2285,1,Acq,59,0,59,2/04/1944,71,0,4,0
Cardiff,NSW,2285,1,Renewals,55,0,55,na,,1,4,0
Cameron Park,NSW,2285,9,Acq,52,0,52,na,,1,4,0
MACQUARIE HILLS,NSW,2285,1,Renewals,52,0,52,10/08/1981,34,1,4,0
EDGEWORTH,NSW,2285,1,Acq,51,0,51,16/03/1939,76,1,4,0
CARDIFF,NSW,2285,1,Renewals,50.6,0,50.6,26/10/1949,66,1,4,0
Cameron Park,NSW,2285,1,Acq,50,0,50,na,,1,4,0
CARDIFF,NSW,2285,9,Acq,0,50,50,1/01/1943,72,1,4,0
EDGEWORTH,NSW,2285,1,Renewals,50,0,50,24/01/1963,52,1,4,0
MACQUARIE HILLS,NSW,2285,1,Renewals,50,0,50,23/04/1948,67,0,4,0
Cardiff,NSW,2285,1,Renewals,50,0,50,na,,1,4,0
Edgeworth,NSW,2285,9,Acq,48,0,48,27/09/1949,66,1,4,0
Cardiff South,NSW,2285,9,Acq,47,0,47,25/05/1958,57,1,4,0
EDGEWORTH,NSW,2285,2,Renewals,45,0,45,17/11/1952,63,1,4,0
Edgeworth,NSW,2285,9,Acq,43,0,43,1/01/1968,47,1,4,0
EDGEWORTH,NSW,2285,1,Renewals,40,0,40,28/07/1944,71,1,4,0
Edgeworth,NSW,2285,1,Acq,35,0,35,18/08/1940,75,0,4,0
Cardiff,NSW,2285,1,Renewals,35,0,35,2/10/1941,74,1,4,0
Glendale,NSW,2285,2,Renewals,33,0,33,11/01/1967,48,1,4,0
Cardiff,NSW,2285,9,Acq,0,30,30,na,,0,4,0
Cardiff South,NSW,2285,9,Acq,15,15,30,na,,1,4,0
Cameron Park,NSW,2285,1,Renewals,30,0,30,na,,1,4,0
Cardiff,NSW,2285,1,Acq,29.3,0,29.3,na,,1,4,0
CAMERON PARK,NSW,2285,11,Acq,27,0,27,13/07/1972,43,1,4,0
MACQUARIE HILLS,NSW,2285,1,Renewals,27,0,27,na,,1,4,0
Macquarie Hills,NSW,2285,1,Acq,25,0,25,na,,1,4,0
GLENDALE,NSW,2285,1,Renewals,24.5,0,24.5,na,,1,4,0
CARDIFF,NSW,2285,1,Renewals,23.4,0,23.4,na,,1,4,0
Cardiff,NSW,2285,9,Acq,23,0,23,na,,1,4,0
Edgeworth,NSW,2285,1,Acq,20,0,20,na,,0,4,0
CAMERON PARK,NSW,2285,10,Acq,20,0,20,1/01/1975,40,1,4,0
Cardiff South,NSW,2285,1,Acq,0,20,20,11/10/1965,50,0,4,0
HOLMESVILLE,NSW,2286,1,Renewals,105.1,0,105.1,14/05/1942,73,1,4,1
SEAHAMPTON,NSW,2286,1,Renewals,104.65,0,104.65,na,,1,4,1
WEST WALLSEND,NSW,2286,1,Acq,90,10,100,na,,1,4,1
West Wallsend,NSW,2286,1,Renewals,37.4,0,37.4,5/09/1972,43,1,4,0
West Wallsend,NSW,2286,1,Acq,30.5,0,30.5,na,,1,4,0
SEAHAMPTON,NSW,2286,1,Acq,10,0,10,1/01/1948,67,1,4,0
ELERMORE VALE,NSW,2287,1,Renewals,850,0,850,24/04/1941,74,1,4,1
Rankin Park,NSW,2287,1,Acq,0,300,300,na,,0,4,1
WALLSEND,NSW,2287,11,Acq,221.95,0,221.95,na,,1,4,1
Minmi,NSW,2287,1,Acq,209,0,209,na,,0,4,1
WALLSEND,NSW,2287,1,Acq,204,0,204,na,,1,4,1
Elermore Vale,NSW,2287,2,Acq,156,0,156,1/01/1956,59,0,4,1
Rankin Park,NSW,2287,9,Acq,148,0,148,na,,1,4,1
RANKIN PARK,NSW,2287,2,Renewals,146.95,0,146.95,26/04/1953,62,1,4,1
Elermore Vale,NSW,2287,10,Acq,135,0,135,1/07/1991,24,0,4,1
BIRMINGHAM GARDENS,NSW,2287,1,Renewals,119,0,119,na,,1,4,1
MARYLAND,NSW,2287,1,Renewals,115,0,115,na,,1,4,1
BIRMINGHAM GARDENS,NSW,2287,1,Renewals,115,0,115,na,,0,4,1
MARYLAND,NSW,2287,1,Renewals,112.9,0,112.9,23/06/1942,73,0,4,1
Elermore Vale,NSW,2287,1,Acq,85,25,110,na,,0,4,1
WALLSEND,NSW,2287,1,Acq,109,0,109,1/01/1954,61,1,4,1
Wallsend,NSW,2287,1,Acq,106,0,106,na,,1,4,1
Maryland,NSW,2287,1,Acq,98,0,98,27/09/1947,68,0,4,1
Maryland,NSW,2287,9,Acq,95,0,95,1/01/1949,66,0,4,1
Elermore Vale,NSW,2287,1,Renewals,94,0,94,na,,0,4,1
Wallsend,NSW,2287,1,Acq,90,0,90,na,,0,4,1
Elermore Vale,NSW,2287,2,Acq,83,0,83,20/12/1959,56,1,4,1
WALLSEND,NSW,2287,1,Acq,80,0,80,na,,1,4,1
MARYLAND,NSW,2287,1,Renewals,75,0,75,13/02/1971,44,0,4,0
Rankin Park,NSW,2287,2,Renewals,75,0,75,na,,0,4,0
WALLSEND,NSW,2287,9,Acq,74,0,74,na,,1,4,0
Wallsend,NSW,2287,10,Acq,70,0,70,na,,1,4,0
Maryland,NSW,2287,1,Acq,70,0,70,15/01/1970,45,1,4,0
ELERMORE VALE,NSW,2287,1,Renewals,68,0,68,na,,0,4,0
RANKIN PARK,NSW,2287,9,Acq,50,15,65,2/06/1948,67,0,4,0
Wallsend,NSW,2287,2,Acq,63,0,63,1/12/1938,77,0,4,0
Wallsend,NSW,2287,3,Acq,62,0,62,20/02/1968,47,1,4,0
Wallsend,NSW,2287,1,Acq,62,0,62,9/05/1950,65,1,4,0
MARYLAND,NSW,2287,1,Renewals,61.05,0,61.05,na,,1,4,0
RANKIN PARK,NSW,2287,1,Acq,60,0,60,na,,1,4,0
Wallsend,NSW,2287,1,Acq,60,0,60,5/04/1968,47,0,4,0
RANKIN PARK,NSW,2287,1,Renewals,59,0,59,16/11/1946,69,0,4,0
Wallsend,NSW,2287,1,Acq,58,0,58,na,,1,4,0
Maryland,NSW,2287,1,Renewals,58,0,58,8/08/1953,62,0,4,0
Maryland,NSW,2287,3,Acq,52,0,52,27/12/1974,41,1,4,0
Elermore Vale,NSW,2287,1,Renewals,52,0,52,18/06/1973,42,0,4,0
Elermore Vale,NSW,2287,9,Acq,50,0,50,na,,1,4,0
RANKIN PARK,NSW,2287,10,Acq,50,0,50,1/01/1950,65,1,4,0
Rankin Park,NSW,2287,10,Acq,50,0,50,1/01/1942,73,1,4,0
Wallsend,NSW,2287,1,Acq,50,0,50,22/02/1943,72,1,4,0
Wallsend,NSW,2287,1,Acq,0,50,50,na,,1,4,0
